"Year","ID","Lea.State","LEA","School","ID2","OSS_Hispanic","Cp_Hispanic","Expulsions_Hispanic","OSS_AIAN","Cp_AIAN","Expulsions_AIAN","OSS_Asian","Cp_Asian","Expulsions_Asian","OSS_HPI","Cp_HPI","Expulsions_HPI","OSS_Black","Cp_Black","Expulsions_Black","OSS_White","Cp_White","Expulsions_White","OSS_TwoOrMore","Cp_TwoOrMore","Expulsions_TwoOrMore","OSS_LEP","Cp_LEP","Expulsions_LEP","OSS_IDEA","Cp_IDEA","Expulsions_IDEA","leaid","crdc_id","ncessch","num_Total","num_Black","num_Hispanic","num_TwoOrMore","num_White","num_Asian"
2009,1019,"VA","MONTGOMERY CO PBLC SCHS","CHRISTIANSBURG HIGH","01019_MONTGOMERY CO PBLC SCHS_VA_CHRISTIANSBURG HIGH",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,135,0,5,0,0,0,0,0,0,0,0,0,5102520,510252001019,510252001019,2150,214,44,NA,1822,30
2009,1020,"VA","MONTGOMERY CO PBLC SCHS","CHRISTIANSBURG MIDDLE","01020_MONTGOMERY CO PBLC SCHS_VA_CHRISTIANSBURG MIDDLE",5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,110,0,0,0,0,0,0,0,0,0,0,0,5102520,510252001020,510252001020,1688,160,26,NA,1464,12
2009,1021,"VA","MONTGOMERY CO PBLC SCHS","CHRISTIANSBURG PRIMARY","01021_MONTGOMERY CO PBLC SCHS_VA_CHRISTIANSBURG PRIMARY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102520,510252001021,510252001021,922,102,12,NA,760,6
2009,1023,"VA","MONTGOMERY CO PBLC SCHS","GILBERT LINKOUS ELEM.","01023_MONTGOMERY CO PBLC SCHS_VA_GILBERT LINKOUS ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102520,510252001023,510252001023,728,32,22,NA,546,100
2009,1024,"VA","MONTGOMERY CO PBLC SCHS","HARDING AVENUE ELEM.","01024_MONTGOMERY CO PBLC SCHS_VA_HARDING AVENUE ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102520,510252001024,510252001024,528,18,6,NA,426,50
2009,1025,"VA","MONTGOMERY CO PBLC SCHS","MARGARET BEEKS ELEM.","01025_MONTGOMERY CO PBLC SCHS_VA_MARGARET BEEKS ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102520,510252001025,510252001025,828,58,22,NA,666,36
2009,1026,"VA","MONTGOMERY CO PBLC SCHS","PRICES FORK ELEM.","01026_MONTGOMERY CO PBLC SCHS_VA_PRICES FORK ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102520,510252001026,510252001026,476,10,14,NA,432,8
2009,1029,"VA","MONTGOMERY CO PBLC SCHS","SHAWSVILLE MIDDLE","01029_MONTGOMERY CO PBLC SCHS_VA_SHAWSVILLE MIDDLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,5102520,510252001029,510252001029,426,12,10,NA,396,0
2009,1032,"VA","NELSON CO PBLC SCHS","NELSON COUNTY HIGH","01032_NELSON CO PBLC SCHS_VA_NELSON COUNTY HIGH",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,65,0,0,0,0,0,0,0,0,0,0,0,5102580,510258001032,510258001032,1162,208,42,NA,880,8
2009,1033,"VA","NELSON CO PBLC SCHS","NELSON MIDDLE","01033_NELSON CO PBLC SCHS_VA_NELSON MIDDLE",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,70,0,0,10,0,0,0,0,0,0,0,0,5102580,510258001033,510258001033,916,160,44,NA,686,2
2009,1040,"VA","NEWPORT NEWS CITY PBLC SCHS","B. C. CHARLES ELEM.","01040_NEWPORT NEWS CITY PBLC SCHS_VA_B. C. CHARLES ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001040,510264001040,1146,414,60,NA,572,42
2009,1041,"VA","NEWPORT NEWS CITY PBLC SCHS","B. T. WASHINGTON MIDDLE","01041_NEWPORT NEWS CITY PBLC SCHS_VA_B. T. WASHINGTON MIDDLE",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001041,510264001041,882,426,28,NA,398,14
2009,1043,"VA","NEWPORT NEWS CITY PBLC SCHS","CARVER ELEM.","01043_NEWPORT NEWS CITY PBLC SCHS_VA_CARVER ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001043,510264001043,1432,990,110,NA,268,12
2009,1044,"VA","NEWPORT NEWS CITY PBLC SCHS","DAVID A. DUTROW ELEM.","01044_NEWPORT NEWS CITY PBLC SCHS_VA_DAVID A. DUTROW ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001044,510264001044,980,476,58,NA,360,42
2009,1045,"VA","ROANOKE CITY PUBLIC SCHOOLS","MORNINGSIDE ELEM.","01045_ROANOKE CITY PUBLIC SCHOOLS_VA_MORNINGSIDE ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5103300,510330001045,510330001045,584,104,16,NA,464,0
2009,1046,"VA","VA BEACH CITY PBLC SCHS","OCEAN LAKES HIGH","01046_VA BEACH CITY PBLC SCHS_VA_OCEAN LAKES HIGH",15,0,0,0,0,0,5,0,0,0,0,0,85,0,0,115,0,0,0,0,0,0,0,0,0,0,0,5103840,510384001046,510384001046,4958,912,300,NA,3168,294
2009,1047,"VA","NEWPORT NEWS CITY PBLC SCHS","DENBIGH HIGH","01047_NEWPORT NEWS CITY PBLC SCHS_VA_DENBIGH HIGH",35,0,0,0,0,0,10,0,0,0,0,0,275,0,15,70,0,0,0,0,0,10,0,0,0,0,0,5102640,510264001047,510264001047,3130,1682,294,NA,986,120
2009,1049,"VA","NEWPORT NEWS CITY PBLC SCHS","GEORGE J. MCINTOSH ELEM.","01049_NEWPORT NEWS CITY PBLC SCHS_VA_GEORGE J. MCINTOSH ELEM.",0,0,0,0,0,0,5,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001049,510264001049,988,620,122,NA,158,44
2009,1050,"VA","NEWPORT NEWS CITY PBLC SCHS","HOMER L. HINES MIDDLE","01050_NEWPORT NEWS CITY PBLC SCHS_VA_HOMER L. HINES MIDDLE",10,0,0,0,0,0,5,0,0,0,0,0,125,0,0,55,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001050,510264001050,1818,912,126,NA,696,44
2009,1051,"VA","NEWPORT NEWS CITY PBLC SCHS","HIDENWOOD ELEM.","01051_NEWPORT NEWS CITY PBLC SCHS_VA_HIDENWOOD ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001051,510264001051,1092,604,80,NA,332,36
2009,1052,"VA","NEWPORT NEWS CITY PBLC SCHS","HILTON ELEM.","01052_NEWPORT NEWS CITY PBLC SCHS_VA_HILTON ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001052,510264001052,760,174,18,NA,524,22
2009,1054,"VA","NEWPORT NEWS CITY PBLC SCHS","HORACE H. EPES ELEM.","01054_NEWPORT NEWS CITY PBLC SCHS_VA_HORACE H. EPES ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001054,510264001054,1140,754,110,NA,176,42
2009,1055,"VA","NEWPORT NEWS CITY PBLC SCHS","HUNTINGTON MIDDLE","01055_NEWPORT NEWS CITY PBLC SCHS_VA_HUNTINGTON MIDDLE",0,0,0,0,0,0,0,0,0,0,0,0,195,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001055,510264001055,1254,1182,30,NA,28,8
2009,1056,"VA","NEWPORT NEWS CITY PBLC SCHS","J. M. DOZIER MIDDLE","01056_NEWPORT NEWS CITY PBLC SCHS_VA_J. M. DOZIER MIDDLE",20,0,0,0,0,0,5,0,0,0,0,0,105,0,10,35,0,0,0,0,0,10,0,0,0,0,0,5102640,510264001056,510264001056,2104,1060,236,NA,660,86
2009,1057,"VA","VA BEACH CITY PBLC SCHS","LARKSPUR MIDDLE","01057_VA BEACH CITY PBLC SCHS_VA_LARKSPUR MIDDLE",5,0,0,0,0,0,0,0,0,0,0,0,65,0,0,40,0,0,0,0,0,0,0,0,0,0,0,5103840,510384001057,510384001057,3168,1208,212,NA,1310,216
2009,1058,"VA","NEWPORT NEWS CITY PBLC SCHS","JOHN MARSHALL ELEM.","01058_NEWPORT NEWS CITY PBLC SCHS_VA_JOHN MARSHALL ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001058,510264001058,496,478,8,NA,6,0
2009,1059,"VA","NEWPORT NEWS CITY PBLC SCHS","JOSEPH H. SAUNDERS ELEM.","01059_NEWPORT NEWS CITY PBLC SCHS_VA_JOSEPH H. SAUNDERS ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001059,510264001059,1222,632,128,NA,398,14
2009,1060,"VA","NEWPORT NEWS CITY PBLC SCHS","L. F. PALMER ELEM.","01060_NEWPORT NEWS CITY PBLC SCHS_VA_L. F. PALMER ELEM.",5,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001060,510264001060,1158,540,238,NA,314,36
2009,1061,"VA","NEWPORT NEWS CITY PBLC SCHS","LEE HALL ELEM.","01061_NEWPORT NEWS CITY PBLC SCHS_VA_LEE HALL ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001061,510264001061,1412,820,144,NA,306,52
2009,1062,"VA","NEWPORT NEWS CITY PBLC SCHS","MAGRUDER ELEM.","01062_NEWPORT NEWS CITY PBLC SCHS_VA_MAGRUDER ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001062,510264001062,658,624,8,NA,18,0
2009,1063,"VA","NEWPORT NEWS CITY PBLC SCHS","MENCHVILLE HIGH","01063_NEWPORT NEWS CITY PBLC SCHS_VA_MENCHVILLE HIGH",5,0,0,0,0,0,0,0,0,0,0,0,205,0,5,50,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001063,510264001063,3884,1690,132,NA,1896,104
2009,1064,"VA","WAYNESBORO CITY PUBLIC SCHOOLS","WILLIAM PERRY ELEM.","01064_WAYNESBORO CITY PUBLIC SCHOOLS_VA_WILLIAM PERRY ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5103930,510393001064,510393001064,1030,216,128,NA,680,4
2009,1065,"VA","NEWPORT NEWS CITY PBLC SCHS","NEWSOME PARK ELEMENTARY","01065_NEWPORT NEWS CITY PBLC SCHS_VA_NEWSOME PARK ELEMENTARY",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001065,510264001065,1384,1232,54,NA,54,8
2009,1067,"VA","ARLINGTON CO PBLC SCHS","ARLINGTON SCIENCE FOCUS ELEMENTARY","01067_ARLINGTON CO PBLC SCHS_VA_ARLINGTON SCIENCE FOCUS ELEMENTARY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100270,510027001067,510027001067,1008,92,68,NA,646,196
2009,1068,"VA","NEWPORT NEWS CITY PBLC SCHS","R. O. NELSON ELEM.","01068_NEWPORT NEWS CITY PBLC SCHS_VA_R. O. NELSON ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001068,510264001068,1126,360,74,NA,548,56
2009,1070,"VA","NEWPORT NEWS CITY PBLC SCHS","RICHARD T. YATES ELEM.","01070_NEWPORT NEWS CITY PBLC SCHS_VA_RICHARD T. YATES ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001070,510264001070,924,398,32,NA,442,8
2009,1071,"VA","NEWPORT NEWS CITY PBLC SCHS","RICHNECK ELEM.","01071_NEWPORT NEWS CITY PBLC SCHS_VA_RICHNECK ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001071,510264001071,1420,654,122,NA,508,58
2009,1072,"VA","NEWPORT NEWS CITY PBLC SCHS","RIVERSIDE ELEM.","01072_NEWPORT NEWS CITY PBLC SCHS_VA_RIVERSIDE ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001072,510264001072,1012,312,40,NA,600,32
2009,1074,"VA","NEWPORT NEWS CITY PBLC SCHS","SOUTH MORRISON ELEM.","01074_NEWPORT NEWS CITY PBLC SCHS_VA_SOUTH MORRISON ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001074,510264001074,1202,918,36,NA,202,14
2009,1075,"VA","NEWPORT NEWS CITY PBLC SCHS","T. RYLAND SANFORD ELEM.","01075_NEWPORT NEWS CITY PBLC SCHS_VA_T. RYLAND SANFORD ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001075,510264001075,1138,532,100,NA,400,50
2009,1076,"VA","NEWPORT NEWS CITY PBLC SCHS","WARWICK HIGH","01076_NEWPORT NEWS CITY PBLC SCHS_VA_WARWICK HIGH",20,0,0,0,0,0,0,0,0,0,0,0,265,0,35,75,0,10,0,0,0,10,0,0,0,0,0,5102640,510264001076,510264001076,3470,1880,212,NA,1196,110
2009,1077,"VA","NEWPORT NEWS CITY PBLC SCHS","WILLIS A. JENKINS ELEM.","01077_NEWPORT NEWS CITY PBLC SCHS_VA_WILLIS A. JENKINS ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102640,510264001077,510264001077,744,490,62,NA,148,14
2009,1078,"VA","NORFOLK CITY PUBLIC SCHS","AZALEA MIDDLE","01078_NORFOLK CITY PUBLIC SCHS_VA_AZALEA MIDDLE",15,0,0,0,0,0,0,0,0,0,0,0,125,0,0,60,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001078,510267001078,1664,578,122,NA,712,82
2009,1079,"VA","NORFOLK CITY PUBLIC SCHS","B. T. WASHINGTON HIGH","01079_NORFOLK CITY PUBLIC SCHS_VA_B. T. WASHINGTON HIGH",0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001079,510267001079,2940,2554,52,NA,198,46
2009,1080,"VA","AUGUSTA CO PBLC SCHS","EDWARD G. CLYMORE ELEM","01080_AUGUSTA CO PBLC SCHS_VA_EDWARD G. CLYMORE ELEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100300,510030001080,510030001080,1384,32,124,NA,1218,8
2009,1081,"VA","NORFOLK CITY PUBLIC SCHS","BAY VIEW ELEM.","01081_NORFOLK CITY PUBLIC SCHS_VA_BAY VIEW ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001081,510267001081,1410,358,118,NA,752,16
2009,1082,"VA","NORFOLK CITY PUBLIC SCHS","BLAIR MIDDLE","01082_NORFOLK CITY PUBLIC SCHS_VA_BLAIR MIDDLE",5,0,0,0,0,0,0,0,0,0,0,0,205,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001082,510267001082,1934,1100,72,NA,544,68
2009,1083,"VA","NORFOLK CITY PUBLIC SCHS","RICHARD BOWLING ELEM.","01083_NORFOLK CITY PUBLIC SCHS_VA_RICHARD BOWLING ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001083,510267001083,992,970,8,NA,8,0
2009,1084,"VA","NORFOLK CITY PUBLIC SCHS","CAMP ALLEN ELEM.","01084_NORFOLK CITY PUBLIC SCHS_VA_CAMP ALLEN ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001084,510267001084,1064,450,80,NA,320,52
2009,1085,"VA","NORFOLK CITY PUBLIC SCHS","CAMPOSTELLA ELEM.","01085_NORFOLK CITY PUBLIC SCHS_VA_CAMPOSTELLA ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001085,510267001085,1406,1354,4,NA,22,8
2009,1086,"VA","CHESTERFIELD CO PBLC SCHS","MARGUERITE F. CHRISTIAN ELEM","01086_CHESTERFIELD CO PBLC SCHS_VA_MARGUERITE F. CHRISTIAN ELEM",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5100840,510084001086,510084001086,1494,760,94,NA,574,66
2009,1087,"VA","NORFOLK CITY PUBLIC SCHS","WILLARD MODEL ELEM.","01087_NORFOLK CITY PUBLIC SCHS_VA_WILLARD MODEL ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001087,510267001087,918,458,50,NA,286,20
2009,1088,"VA","NORFOLK CITY PUBLIC SCHS","CHESTERFIELD ACADEMY ELEM.","01088_NORFOLK CITY PUBLIC SCHS_VA_CHESTERFIELD ACADEMY ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001088,510267001088,1114,1070,4,NA,16,2
2009,1089,"VA","NORFOLK CITY PUBLIC SCHS","COLEMAN PLACE ELEM.","01089_NORFOLK CITY PUBLIC SCHS_VA_COLEMAN PLACE ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001089,510267001089,1616,1278,48,NA,146,24
2009,1090,"VA","NORFOLK CITY PUBLIC SCHS","CROSSROADS ELEM.","01090_NORFOLK CITY PUBLIC SCHS_VA_CROSSROADS ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001090,510267001090,1200,680,92,NA,288,28
2009,1091,"VA","FAIRFAX CO PBLC SCHS","LANE ELEM.","01091_FAIRFAX CO PBLC SCHS_VA_LANE ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5101260,510126001091,510126001091,1442,318,174,NA,526,280
2009,1092,"VA","NORFOLK CITY PUBLIC SCHS","ECC-BERKLEY/CAMPOSTELLA","01092_NORFOLK CITY PUBLIC SCHS_VA_ECC-BERKLEY/CAMPOSTELLA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001092,510267001092,460,454,0,NA,0,0
2009,1093,"VA","FAIRFAX CO PBLC SCHS","HALLEY ELEM.","01093_FAIRFAX CO PBLC SCHS_VA_HALLEY ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101260,510126001093,510126001093,1452,332,204,NA,526,286
2009,1094,"VA","NORFOLK CITY PUBLIC SCHS","EASTON PRESCHOOL","01094_NORFOLK CITY PUBLIC SCHS_VA_EASTON PRESCHOOL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001094,510267001094,334,202,22,NA,84,10
2009,1095,"VA","NORFOLK CITY PUBLIC SCHS","FAIRLAWN ELEM.","01095_NORFOLK CITY PUBLIC SCHS_VA_FAIRLAWN ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001095,510267001095,922,554,66,NA,198,36
2009,1096,"VA","NORFOLK CITY PUBLIC SCHS","GHENT ELEM.","01096_NORFOLK CITY PUBLIC SCHS_VA_GHENT ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001096,510267001096,1170,482,26,NA,552,26
2009,1097,"VA","NORFOLK CITY PUBLIC SCHS","GRANBY ELEM.","01097_NORFOLK CITY PUBLIC SCHS_VA_GRANBY ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001097,510267001097,1292,750,72,NA,284,46
2009,1098,"VA","NORFOLK CITY PUBLIC SCHS","GRANBY HIGH","01098_NORFOLK CITY PUBLIC SCHS_VA_GRANBY HIGH",15,0,0,0,0,0,0,0,0,0,0,0,365,0,0,75,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001098,510267001098,4488,2378,188,NA,1486,180
2009,1099,"VA","FAIRFAX CO PBLC SCHS","MOUNTAIN VIEW SCHOOL","01099_FAIRFAX CO PBLC SCHS_VA_MOUNTAIN VIEW SCHOOL",10,0,0,0,0,0,5,0,5,0,0,0,10,0,5,5,0,5,0,0,0,5,0,0,0,0,0,5101260,510126001099,510126001099,434,38,204,NA,128,54
2009,1100,"VA","NORFOLK CITY PUBLIC SCHS","INGLESIDE ELEM.","01100_NORFOLK CITY PUBLIC SCHS_VA_INGLESIDE ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001100,510267001100,1096,812,48,NA,124,24
2009,1101,"VA","NORFOLK CITY PUBLIC SCHS","JACOX ELEM.","01101_NORFOLK CITY PUBLIC SCHS_VA_JACOX ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001101,510267001101,1204,1148,12,NA,16,0
2009,1104,"VA","NORFOLK CITY PUBLIC SCHS","LAKE TAYLOR HIGH","01104_NORFOLK CITY PUBLIC SCHS_VA_LAKE TAYLOR HIGH",10,0,0,0,0,0,5,0,0,0,0,0,285,0,0,40,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001104,510267001104,2890,2126,108,NA,434,90
2009,1105,"VA","NORFOLK CITY PUBLIC SCHS","LAKE TAYLOR MIDDLE","01105_NORFOLK CITY PUBLIC SCHS_VA_LAKE TAYLOR MIDDLE",0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001105,510267001105,1586,1318,42,NA,136,28
2009,1108,"VA","NORFOLK CITY PUBLIC SCHS","LARCHMONT ELEM.","01108_NORFOLK CITY PUBLIC SCHS_VA_LARCHMONT ELEM.",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5102670,510267001108,510267001108,1092,278,20,NA,660,46
